00007010000010100000002700000000000000000079000000906000000071600000000000000000000000000000 Farro d'avola      1
00007010000010100000002900000000000000000079000000906000000071600000000000000000000000000000 Farro integrale Bio1
00007010000010100000002400000000000000000075000009000000000675000000000000000000000000000000 Farro miele        1
00007010000010100000001800000000000000000078000000906000000070700000000000000000000000000000 Ancienne           1
