TICKET;NEGOZIO;DATA;FORMATO;ARTICOLO;PESO;IMPORTO
174;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 08:22;T;FOND ARISTA  AL FORNO;0.314;3.140
175;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 08:22;T;FOND ARISTA  AL FORNO;0.314;3.140
176;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 08:23;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.314;4.360
177;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 08:38;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.098;1.750
177;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 08:38;T;MANZO AFFUMICATO;0.106;2.000
182;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:06;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.098;2.540
188;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:18;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.206;2.860
189;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:20;T;INVOLTINO CON RUSSA;0.132;1.830
192;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:38;T;LARDO RUSTICO BIANCO;0.148;2.210
192;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:38;T;PORCHETTA ARROSTO;0.162;2.410
194;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:41;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.154;1.520
194;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:41;T;SALAME MILANO;0.106;1.470
195;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:43;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.100;0.990
195;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:43;T;MANZO AFFUMICATO;0.108;2.040
199;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:48;T;"INSALATA RUSSA CON TONNO ""GIALLO UOVO""VALLEBELBO";0.190;2.640
200;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 09:48;T;"INSALATA RUSSA CON TONNO ""GIALLO UOVO""VALLEBELBO";0.184;2.560
208;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:02;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.158;2.830
208;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:02;T;FESA DI TACCHINO ARROSTO;0.122;1.820
210;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:08;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.172;2.390
210;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:08;T;ROAST BEEF A FETTE;0.188;5.430
212;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:10;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.156;1.860
216;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:13;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.202;2.810
219;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:14;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.204;2.840
227;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:17;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.104;3.210
229;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:26;T;MANZO AFFUMICATO;0.100;1.890
232;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:27;T;ROBIOLA OSELLA;0.204;3.650
233;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:29;T;SALAME MULETTA ALL'AGLIO;0.018;0.320
234;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:30;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.146;4.510
235;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:32;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.150;2.690
244;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:43;T;LARDO RUSTICO ALLE ERBE;0.102;1.720
244;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:43;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.106;3.280
245;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:42;T;PANE COMUNE;0.198;0.550
246;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:43;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.048;0.480
247;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:45;T;FESA DI TACCHINO ARROSTO;0.096;1.430
248;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:44;T;"PRIMO SALE BIANCO ""LONGO""";0.212;2.310
249;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:46;T;ARANCINI DI PROSCIUTTO E MOZZARELLA;0.554;7.150
251;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:48;T;FESA DI TACCHINO ARROSTO;0.110;1.640
252;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:49;T;PEPERONI RIPIENI;0.240;3.100
256;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:53;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.142;1.410
257;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:56;T;MANZO AFFUMICATO;0.102;1.930
257;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 10:56;T;SALAME CRESPONE;0.102;1.620
260;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:05;T;"STRACCIATELLA ""SABELLI""";0.176;3.150
261;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:10;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.102;1.210
261;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:10;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.100;1.390
261;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:10;T;SALAME MULETTA ALL'AGLIO;0.104;1.860
264;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:11;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.124;2.220
264;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:11;T;ROAST BEEF A FETTE;0.136;3.930
269;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:15;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.160;2.860
269;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:15;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.152;3.940
270;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:13;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.166;2.310
274;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:16;T;ROBIOLA ROCCHETTA;0.322;6.410
275;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:16;T;"PRIMO SALE BIANCO ""LONGO""";0.190;2.070
276;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:22;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.110;1.310
277;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:22;T;PANCETTA ARROTOLATA NAZIONALE;0.114;1.470
282;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:25;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.126;3.260
284;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:28;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.228;3.170
284;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:28;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.102;2.640
287;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:30;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.210;2.920
303;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:36;T;"SALAME "" IL GOLFETTA""";0.076;2.040
311;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:41;T;INSALATA RUSSA NORMALE VOGLIAZZI;0.224;1.990
317;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:44;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.316;3.760
328;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:52;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.064;0.630
335;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:57;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.098;1.360
335;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 11:57;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.096;0.950
336;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:04;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.202;2.400
336;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:04;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.310;4.310
336;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:04;T;SALAME MILANO;0.258;3.590
343;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:08;T;INSALATA LANGAROLA(Sedano-Robiola-Noci);0.182;3.260
343;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:08;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.182;4.710
343;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:08;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.110;3.180
344;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:07;T;PANCETTA AFFUMICATA-BACON;0.150;2.390
351;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:13;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.206;3.690
351;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:13;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.158;4.090
351;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:13;T;ARISTA  AL FORNO;0.104;1.860
363;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:12;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.140;4.330
365;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:15;T;"RICOTTA DI PECORA ""CASEIF.MAREMMA""";0.168;1.500
367;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:17;T;ARISTA  AL FORNO;0.108;1.930
368;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:19;T;"RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""";0.190;1.880
373;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:19;T;"TOMINO (PAGLINA) FRESCO ""LONGO""";0.214;2.330
374;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:20;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.212;4.430
379;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:21;T;ARISTA  AL FORNO;0.108;1.930
382;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:23;T;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.192;5.550
385;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:25;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.164;2.280
394;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:41;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.150;3.890
400;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:45;T;"RICOTTA DI PECORA ""CASEIF.MAREMMA""";0.188;1.670
402;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:47;T;MANZO AFFUMICATO;0.126;2.380
404;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 12:48;T;"PRIMO SALE BIANCO ""LONGO""";0.182;1.980
416;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:00;T;BRESAOLA PUNTA D'ANCA  IGP;0.108;3.770
416;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:00;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.098;1.750
416;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:00;T;PANCETTA AFFUMICATA-BACON;0.054;0.860
418;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:04;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.104;1.450
418;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:04;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.108;1.290
424;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:09;T;MANZO AFFUMICATO;0.198;3.740
424;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:09;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.210;2.920
427;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:11;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.150;1.790
433;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:12;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.152;1.810
434;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:13;T;ARANCINI DI PROSCIUTTO E MOZZARELLA;0.188;2.430
434;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:13;T;CROCCHETTE PATATE;0.124;1.100
435;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:15;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.234;3.250
437;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:18;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.120;1.670
441;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:28;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.108;1.930
442;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:30;T;PATE' PROSCIUTTO MONOPORZIONI;0.158;2.990
448;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:39;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.096;0.950
452;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:45;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.100;1.790
453;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:47;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.076;1.360
453;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:47;T;TESTA DI SUINO IN CASSETTA-GALANTINA;0.040;0.640
459;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 13:50;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.214;5.540
468;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 14:08;T;PANCETTA ARROTOLATA NAZIONALE;0.056;0.720
474;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 14:21;T;BRESAOLA PUNTA D'ANCA  IGP;0.112;3.910
504;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 14:50;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.294;3.500
505;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 14:57;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.170;4.400
505;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 14:57;T;MANZO AFFUMICATO;0.106;2.000
572;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 15:51;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.230;3.200
574;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:10;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.260;3.610
575;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:11;T;"CERTOSA ""GALBANI""";0.286;3.120
577;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:13;T;TOMINI LONGO SOTT'OLIO SALSA VERDE;0.132;2.230
578;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:14;T;TOMINI LONGO SOTT'OLIO AL PEPERONCINO;0.122;2.060
584;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:28;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.210;5.440
585;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:29;T;"PRIMO SALE BIANCO ""LONGO""";0.228;2.490
586;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:39;T;"BURRATA ""PIACERI ITALIANI""";0.346;6.190
587;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 16:41;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.108;2.800
589;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:08;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.276;7.150
592;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:25;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.152;1.500
593;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:29;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.152;3.940
594;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:37;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.220;3.060
595;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:38;T;MANZO AFFUMICATO;0.112;2.120
596;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:51;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.212;2.950
597;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:53;T;TESTA DI SUINO IN CASSETTA-GALANTINA;0.160;2.540
598;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:54;T;MANZO AFFUMICATO;0.212;4.010
599;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:55;T;PROSCIUTTO PARIGINA;0.262;3.120
600;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:57;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.258;3.590
601;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 17:58;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.114;1.130
603;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:01;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.168;2.340
604;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:03;T;"RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""";0.244;2.420
605;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:05;T;PETTO DI POLLO ARROSTO ITALIANO;0.106;1.790
606;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:11;T;FESA DI TACCHINO ARROSTO;0.160;2.380
607;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:12;T;FESA DI TACCHINO ARROSTO;0.200;2.980
609;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:15;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.120;3.110
610;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:17;T;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.202;5.840
611;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:18;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.214;2.970
612;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:19;T;SALSA TONNATA;0.210;2.710
613;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:20;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.156;2.790
614;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:22;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.094;1.120
615;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:24;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.164;4.250
616;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:25;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.110;1.530
617;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:26;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.150;2.090
618;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:27;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.126;3.260
619;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:28;T;MANZO AFFUMICATO;0.104;1.970
620;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:45;T;COPPA NOSTRANA;0.106;2.640
621;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:47;T;PROSCIUTTO DI PARMA DOP(Stagionatura 18 Mesi);0.152;4.850
625;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:52;T;"RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""";0.264;2.610
626;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:52;T;"PRIMO SALE CON RUCOLA "" LONGO """;0.174;2.070
627;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 18:53;T;"STRACCIATELLA ""SABELLI""";0.268;4.800
628;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:01;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.110;1.530
629;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:03;T;PANCETTA ARROTOLATA NAZIONALE;0.164;2.120
630;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:07;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.158;4.880
631;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:09;T;SALAME MULETTA ALL'AGLIO;0.238;4.260
632;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:13;T;PANCETTA ARROTOLATA NAZIONALE;0.138;1.780
633;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:14;T;MANZO AFFUMICATO;0.116;2.190
