TICKET;NEGOZIO;DATA;FORMATO;ARTICOLO;PESO;IMPORTO
1643;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:14;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.170;2.360
1643;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:14;T;PANE COMUNE;0.524;1.460
1644;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:05;T;PANE COMUNE;0.374;1.040
1644;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:05;T;PANE A LIEVITAZIONE NATURALE;0.102;0.410
1652;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:27;T;PANE A LIEVITAZIONE NATURALE;0.320;1.280
1655;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:31;T;PANE COMUNE;0.180;0.500
1657;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:33;T;PANE COMUNE;0.406;1.130
1663;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:42;T;PANE A LIEVITAZIONE NATURALE;0.362;1.440
1666;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:47;T;PANE COMUNE;0.272;0.760
1668;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 11:47;T;PANE A LIEVITAZIONE NATURALE;0.342;1.360
1679;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:04;T;PANE SPECIALE ARTIGIANALE;0.142;0.570
1681;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:06;T;PANE COMUNE;0.222;0.620
1684;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:13;T;PANE COMUNE;0.370;1.030
1687;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:17;T;PANE COMUNE;0.516;1.440
1688;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:18;T;PANE COMUNE;0.130;0.360
1698;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:34;T;PANE COMUNE;0.110;0.310
1698;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:34;T;PANE SPECIALE ARTIGIANALE;0.098;0.390
1699;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:35;T;PANE COMUNE;0.764;2.130
1700;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:35;T;PANE COMUNE;0.312;0.870
1702;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:38;T;PANE COMUNE;0.278;0.780
1703;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:39;T;PANE COMUNE;0.336;0.940
1704;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:41;T;PANE COMUNE;0.138;0.390
1706;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:43;T;PANE COMUNE;0.248;0.690
1715;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 12:59;T;PANE COMUNE;0.680;1.900
1718;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:07;T;PANE COMUNE;0.196;0.550
1726;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:31;T;PANE COMUNE;0.122;0.340
1729;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:40;T;PANE COMUNE;0.184;0.510
1731;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:00;E;GORGONZOLA DOLCE DOP CREME IGOR;0.288;4.000
1732;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:00;E;GORGONZOLA DOLCE DOP CREME IGOR;0.224;3.110
1733;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:00;E;GORGONZOLA DOLCE DOP CREME IGOR;0.236;3.280
1734;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:01;E;GORGONZOLA DOLCE DOP CREME IGOR;0.282;3.920
1735;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:06;E;PECORINO FIORE SARDO DOP;0.176;4.380
1736;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:06;E;PECORINO FIORE SARDO DOP;0.130;3.240
1737;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:07;E;PECORINO MORO DI SARDEGNA;0.144;3.300
1738;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:07;E;PECORINO MORO DI SARDEGNA;0.164;3.760
1740;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:33;T;PANE COMUNE;0.298;0.830
1741;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:33;E;PARMIGIANO REGGIANO DOP;0.238;5.210
1742;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:34;E;PARMIGIANO REGGIANO DOP;0.216;4.730
1743;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:34;E;PARMIGIANO REGGIANO DOP;0.282;6.180
1744;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:34;E;PARMIGIANO REGGIANO DOP;0.282;6.180
1748;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 15:57;T;PANE A LIEVITAZIONE NATURALE;0.318;1.270
1749;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:04;E;TRONCHETTO GORGONZOLA - MASCARPONE PI;0.254;3.530
1754;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:17;T;PANE COMUNE;0.172;0.480
1755;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:17;E;PROVOLONE DOLCE;0.216;2.790
1756;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:17;E;PROVOLONE DOLCE;0.252;3.250
1757;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:17;E;PROVOLONE DOLCE;0.252;3.250
1758;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:17;E;PROVOLONE DOLCE;0.272;3.510
1759;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:22;T;PREZZO DIRETTO;0.248;5.930
1760;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:22;T;PREZZO DIRETTO;0.204;4.880
1761;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:22;T;PREZZO DIRETTO;0.210;5.020
1762;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:22;T;PREZZO DIRETTO;0.204;4.880
1763;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:22;T;PREZZO DIRETTO;0.226;5.400
1764;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:23;T;PANE COMUNE;0.478;1.330
1765;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:35;T;PANE COMUNE;0.242;0.680
1766;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:35;T;PANE COMUNE;0.362;1.010
1767;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:38;T;PANE A LIEVITAZIONE NATURALE;0.304;1.210
1769;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:41;T;PANE COMUNE;0.280;0.780
1769;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:41;T;PANE A LIEVITAZIONE NATURALE;0.322;1.280
1769;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:41;T;PANE COMUNE;0.118;0.330
1774;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:50;T;PANE COMUNE;0.130;0.360
1776;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:58;E;"FOND. MORADELLA "" LA FAVOLA ""  S/PISTACCHIO PALMIERI";0.212;3.180
1777;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:58;E;FOND. GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.186;3.160
1778;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:59;E;FOND. PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.274;4.660
1779;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:59;E;FOND. PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.278;4.730
1780;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:59;E;"""FOND. ""MORTADELLA BOLOGNA IGP CON PISTACCHIO """"PALMIERI """"""""";0.210;1.680
1782;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:04;T;PANE COMUNE;0.124;0.350
1783;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:05;T;PANE COMUNE;0.372;1.040
1784;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:06;T;PANE COMUNE;0.454;1.270
1786;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:13;T;PANE COMUNE;0.220;0.610
1788;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:17;T;PANE COMUNE;0.234;0.650
1790;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:23;T;PANE A LIEVITAZIONE NATURALE;0.316;1.260
1791;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:27;T;PANE COMUNE;0.320;0.890
1798;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:48;T;PANE COMUNE;0.806;2.250
1801;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:57;T;PANE COMUNE;0.276;0.770
1801;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:57;T;PANE SPECIALE ARTIGIANALE;0.216;0.860
1806;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:03;T;PANE SPECIALE ARTIGIANALE;0.152;0.610
1806;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:03;T;PANE COMUNE;0.142;0.400
1813;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:29;T;PANE COMUNE;0.290;0.810
1814;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:33;T;PANE SPECIALE ARTIGIANALE;0.284;1.130
1815;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:37;T;PANE SPECIALE ARTIGIANALE;0.406;1.620
1818;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:41;T;PANE COMUNE;0.570;1.590
1837;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:18;E;DEMI BAGUETTES (FRANCESINO);0.218;0.610
1838;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:18;E;DEMI BAGUETTES (FRANCESINO);0.232;0.650
1839;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:18;E;DEMI BAGUETTES (FRANCESINO);0.236;0.660
1840;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:19;E;"""CIABATTA FARINA ""0"" 100% Italia ";0.256;0.870
1841;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:19;E;"""CIABATTA FARINA ""0"" 100% Italia ";0.226;0.770
1842;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:19;E;"""CIABATTA FARINA ""0"" 100% Italia ";0.226;0.770
1843;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:20;E;"""CIABATTA FARINA ""0"" 100% Italia ";0.230;0.780
1844;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:20;E;CIABATTA DI SEMOLA al 100%(SFILATONE);0.248;0.920
1845;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:21;E;CIABATTA DI SEMOLA al 100%(SFILATONE);0.268;0.990
1846;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:21;E;CIABATTA DI SEMOLA al 100%(SFILATONE);0.232;0.860
1847;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:21;E;PAGNOTTA GR.500;0.574;1.660
1848;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:22;E;PAGNOTTA GR.500;0.546;1.580
1849;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:33;E;BAGUETTE;1.000;0.750
1850;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:33;E;BAGUETTE;1.000;0.750
1851;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:33;E;BAGUETTE;1.000;0.750
1853;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:34;E;BAGUETTE;1.000;0.750
1854;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:34;E;BAGUETTE;1.000;0.750
1855;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:34;E;BAGUETTE;1.000;0.750
1856;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:34;E;BAGUETTE;1.000;0.750
1858;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:45;E;PANE ALLE NOCI;0.218;1.640
1859;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:45;E;PANE ALLE NOCI;0.188;1.410
1860;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:46;E;PANE ALLE NOCI;0.192;1.440
1861;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:46;E;PANE ALLE NOCI;0.196;1.470
1862;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:46;E;PANE ALLE NOCI;0.212;1.590
1863;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:50;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.164;2.120
1864;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:50;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.200;2.580
1865;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.186;2.400
1866;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.184;2.370
1867;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.162;2.090
1868;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.180;2.320
1869;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.188;2.430
1870;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.178;2.300
1871;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.184;2.370
1872;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.182;2.350
1873;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:51;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.160;2.060
1874;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 08:52;E;PIZZA LINGUA DOPPIA MOZZARELLA;0.150;1.940
1875;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:08;E;CROISSANT FARCITO CON NUTELLA;1.000;1.200
1876;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:08;E;CROISSANT FARCITO CON NUTELLA;1.000;1.200
1877;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:08;E;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;1.000;0.850
1878;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:09;E;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;1.000;0.850
1879;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:09;E;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;1.000;0.850
1880;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:09;E;CROISSANT HARMONIE RIPIENO ALLA CREMA;1.000;0.850
1881;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:09;E;CROISSANT HARMONIE RIPIENO ALLA CREMA;1.000;0.850
1882;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:10;E;CROISSANT HARMONIE RIPIENO ALLA CREMA;1.000;0.850
1883;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:17;E;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.210;5.230
1884;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:17;E;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.158;3.930
1885;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:17;E;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.158;3.930
1886;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:17;E;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.162;4.030
1887;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:18;E;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.158;3.930
1889;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:30;E;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.638;15.890
1890;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:31;T;PANE COMUNE;0.638;1.780
1890;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:31;T;PANE SPECIALE ARTIGIANALE;0.110;0.440
1895;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:41;E;SALAME FELINO IGP;0.516;13.360
1896;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:42;E;SALAME FELINO IGP;0.332;8.600
1898;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:45;E;SALAME FELINO IGP;0.314;8.130
1899;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:45;E;SALAME FELINO IGP;0.346;8.960
1900;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:45;E;SALAME FELINO IGP;0.330;8.550
1903;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:54;T;PANE COMUNE;0.146;0.410
1904;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:55;T;PANE COMUNE;0.208;0.580
1905;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:02;T;PANE MULTICEREALI;0.346;1.380
1906;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:04;E;TOMA BRA TENERO DOP;0.198;2.550
1907;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:04;E;TOMA BRA TENERO DOP;0.204;2.630
1908;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:05;E;TOMA BRA TENERO DOP;0.258;3.330
1909;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:06;E;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.198;2.160
1910;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:06;E;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.206;2.250
1911;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:06;E;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.206;2.250
1912;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:06;E;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.234;2.550
1913;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:07;E;TOMA PIEMONTESE DOP;0.178;2.300
1914;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:07;E;TOMA PIEMONTESE DOP;0.232;2.990
1915;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:07;E;TOMA PIEMONTESE DOP;0.244;3.150
1916;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:07;E;ASIAGO FRESCO DOP;0.378;4.880
1918;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:10;E;MAASDAMMER-DAMTALER;0.336;3.330
1919;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:10;E;MAASDAMMER-DAMTALER;0.226;2.240
1920;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:10;E;MAASDAMMER-DAMTALER;0.312;3.090
1921;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:10;E;FONTAL A CROSTA NATURALE;0.308;3.050
1922;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:11;E;FONTAL A CROSTA NATURALE;0.322;3.190
1923;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:11;E;FONTAL A CROSTA NATURALE;0.216;2.140
1924;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:11;E;FONTAL A CROSTA NATURALE;0.244;2.420
1928;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:18;E;FONTINA DI AOSTA DOP;0.176;3.850
1929;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:18;E;FONTINA DI AOSTA DOP;0.212;4.640
1930;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:22;E;FONTINA DI AOSTA DOP;0.898;19.670
1931;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:22;T;PANE COMUNE;1.150;3.210
1932;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:26;E;TOMA MACCAGNO;0.224;3.790
1933;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:26;E;TOMA MACCAGNO;0.224;3.790
1934;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:27;E;TOMA MACCAGNO;0.230;3.890
1935;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:27;E;LEERDAMMER;0.214;3.400
1936;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:27;E;LEERDAMMER;0.234;3.720
1937;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:27;E;LEERDAMMER;0.234;3.720
1938;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:27;E;LEERDAMMER;0.208;3.310
1939;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:28;E;EMMENTALER SVIZZERO DOP;0.140;2.650
1948;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:36;E;EMMENTALER SVIZZERO DOP;0.156;2.950
1949;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:36;E;EMMENTALER SVIZZERO DOP;0.144;2.720
1950;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:36;E;EMMENTALER SVIZZERO DOP;0.140;2.650
1951;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:42;T;PANE COMUNE;0.404;1.130
1957;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:50;T;PANE COMUNE;0.500;1.400
1958;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:51;T;PANE A LIEVITAZIONE NATURALE;0.652;2.600
1960;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:07;E;"TOMA VALMONTE STRAVECCHIO "" BOTALLA """;0.114;2.270
1961;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:07;E;"TOMA VALMONTE STRAVECCHIO "" BOTALLA """;0.186;3.700
1962;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:08;E;"""TOMA MUN ""CASEIFICIO ROSSO """"";0.146;2.610
