0700100007000590210017000000155SUGARELLI/SURI                           0000000012000000100P000000A
0700130007002590210020000000155NASELLO          ***                     0000000012000000100P000000A
0700210007001990210125000000155SPINAROLO                                0000000012000000100P000000A
0700250007000990210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700380007003190210059000000155POLPO                                    0000000012000000100P000000A
0700400007001790210063000000155TOTANI                                   0000000012000000100P000000A
0700440007000790210070000000155GALLINELLA                               0000000012000000100P000000A
0700510007003450210082000000155SOGLIOLA                                 0000000012000000100P000000A
0700580007002490210110000000155LUMACHINO                                0000000012000000100P000000A
0700780007001590210019000000155TRIGLIE GR. DI FANGO                     0000000012000000100P000000A
0700810007000650210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0701170007000890210010000000155ACCIUGHE                                 0000000012000000100P000000A
0701730007004990210915000000155ORATA MARE GROSSA                        0000000012000000100P000000A
0701930007000390211152000000155ALACCE                                   0000000012000000100P000000A
0701950007002290210108300000155RICCIOLA OCEANICA 600/800                0000000012000000100P000000A
0701960007002290210255800000155RICCIOLA OCEANICA 800/1200               0000000012000000100P000000A
0702200007003790211047000000155SOGLIOLA III                             0000000012000000100P000000A
0702210007004890210146000000155CALAMARETTI                              0000000012000000100P000000A
0702890007001990212741000000155ORATA GROSSA ITALIA                      0000000012000000100P000000A
0710510007003830211465000000155SOGLIOLE TAKE AWAY                       0000000012000000100P000000A
0711820007000791211461000000155SARDINE SPINATE TAKE AWAY                0000000012000000100P000000A
0712000007001184211456000000155ALICI SPINATE TAKE AWAY                  0000000012000000100P000000A
0712540007001184212700000000155alici spinate TAKE AWAY        (266      0000000012000000100M000000A
0201770002001290210403100000155FORM.CARLOMAGNO 1/2 SV KG.2,5 CA QUAGLIA 0000000006000000100P000000A
0202220002001690210512200000155GUANCIALE PATANEGRA                      0000000006000000100P000000A
0202480002001990210410400000155PROSC.COTTO ALLE ERBE KG.8 CA RASPINI    0000000006000000100P000000A
0403590004001090214023000000155MEZZO POLLO ALLO SPIEDO                  0000000018000000100P000000A
0700020007002690210006000000155VONGOLE VERACI GROSSE                    0000000012000000100P000000A
0700210007001490210125000000155SPINAROLO                                0000000012000000100P000000A
0700250007000890210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700290007001990210048000000155PAGRO                                    0000000012000000100P000000A
0700340007002290210054000000155MORMORE                                  0000000012000000100P000000A
0700370007001790210058000000155MOSCARDINI BIANCHI                       0000000012000000100P000000A
0700380007002790210059000000155POLPO                                    0000000012000000100P000000A
0700400007001990210063000000155TOTANI                                   0000000012000000100P000000A
0700440007000990210070000000155GALLINELLA                               0000000012000000100P000000A
0700780007001690210019000000155TRIGLIE GR. DI FANGO                     0000000012000000100P000000A
0700810007000690210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0701560007002790210906000000155POLPO GRANDE                             0000000012000000100P000000A
0702950007001690212625000000155TRIGLIE DI SCOGLIO                       0000000012000000100P000000A
0703150007000990210367800000155GRANCHIO NUOTATORE (BLU)                 0000000012000000100P000000A
0703760007001990214248000000155PANNOCCHIA GROSSE                        0000000012000000100P000000A
0705140007004842211205000000155VONGOLE VERACI AL VERDE                  0000000012000000100P000000A
0705150007004842211054000000155SUGO ROSSO ALLE VONGOLE                  0000000012000000100P000000A
0710020007002690212694000000155VONGOLE VERACI GR. TAKE AWAY             0000000012000000100P000000A
0710370007002148211457000000155MOSCARDINI TAKE AWAY                     0000000012000000100P000000A
0202460002002850210231100000155BRESAOLA VALT.IGP P.D'ANCA KG3,2 CA      0000000006000000100P000000A
0203590002000890210241900000155PROSC.COTTO INDOMITO KG.7 CA KOMETA      0000000006000000100P000000A
0213500002002590217928000000155BRESAOLA CHIAVENNA KG.3 CA PANZERI       0000000006000000100P000000A
0218740002000990210214400000155BACIO DI BRUNA                           0000000006000000100P000000A
0700130007002190210020000000155NASELLO          ***                     0000000012000000100P000000A
0700150007004890210022000000155RANA PESCATRICE                          0000000012000000100P000000A
0700160007004990210024000000155PESCE SPADA                              0000000012000000100P000000A
0700200007002090210124000000155MERLUZZO                                 0000000012000000100P000000A
0700250007001090210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700320007002390210052000000155SARAGHI                                  0000000012000000100P000000A
0700370007002390210058000000155MOSCARDINI BIANCHI                       0000000012000000100P000000A
0700380007002890210059000000155POLPO                                    0000000012000000100P000000A
0700440007000890210070000000155GALLINELLA                               0000000012000000100P000000A
0700470007004990210076000000155PESCE SAN PIETRO                         0000000012000000100P000000A
0700510007003590210082000000155SOGLIOLA                                 0000000012000000100P000000A
0700580007002690210110000000155LUMACHINO                                0000000012000000100P000000A
0700630007003790210123000000155SCORFANO                                 0000000012000000100P000000A
0700670007005990210090000000155SCAMPI EXTRA                             0000000012000000100P000000A
0700720007003590210038000000155BRANZINO MARE PORZIONE                   0000000012000000100P000000A
0700810007000990210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0700840007003990210040000000155BRANZINO MARE MEDIO                      0000000012000000100P000000A
0700940007000450210142000000155CEFALI (muggini)                         0000000012000000100P000000A
0701110007002390210077000000155ROMBO CHIODATO                           0000000012000000100P000000A
0701190007002990210092000000155SCAMPI MEDI                              0000000012000000100P000000A
0701410007001090210867000000155FILETTO DI ARINGA                        0000000012000000100P000000A
0701430007002590210168000000155MAZZANCOLLA II°                          0000000012000000100P000000A
0701560007002890210906000000155POLPO GRANDE                             0000000012000000100P000000A
0701810007002790211589000000155DENTICE ATLANTICO                        0000000012000000100P000000A
0702200007003990211047000000155SOGLIOLA III                             0000000012000000100P000000A
0702360007001790211347000000155GALLINELLA I PREZZO                      0000000012000000100P000000A
0702910007002990212671000000155CERNIA INDOPACIFICA                      0000000012000000100P000000A
0703930007005390214535000000155ASTICE AMERICANO 3-4 PEZZI               0000000012000000100P000000A
0704620007001890210305900000155OMBRINE BOCCADORO 2/4  1 PEZZO           0000000012000000100P000000A
0705090007001515211194000000155ARINGHE pastellate                       0000000012000000100P000000A
0710150007004890211458000000155PESCATRICE 1/2 TAKE AWAY                 0000000012000000100P000000A
0710160007004990212658000000155PESCE SPADA TAKE AWAY                    0000000012000000100P000000A
0710370007002868211457000000155MOSCARDINI TAKE AWAY                     0000000012000000100P000000A
0710510007003985211465000000155SOGLIOLE TAKE AWAY                       0000000012000000100P000000A
0711190007002990212692000000155SCAMPI 16/20 TAKE AWAY                   0000000012000000100P000000A
0711410007001090212690000000155FIL. DI ARINGA TAKE AWAY                 0000000012000000100P000000A
0712020007006238211454000000155CARPACCIO DI SPADA TAKE AWAY             0000000012000000100P000000A
0202460002003576210231100000155BRESAOLA VALT.IGP P.D'ANCA KG3,2 CA      0000000006000000100P000000A
0203590002001150210241900000155PROSC.COTTO INDOMITO KG.7 CA KOMETA      0000000006000000100P000000A
0218740002001361210214400000155BACIO DI BRUNA                           0000000006000000100P000000A
0700050007000690210011000000155SARDINE                                  0000000012000000100P000000A
0700150007004990210022000000155RANA PESCATRICE                          0000000012000000100P000000A
0700210007001590210125000000155SPINAROLO                                0000000012000000100P000000A
0700240007001890210030000000155FRITTURA DI PESCE                        0000000012000000100P000000A
0700250007001190210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700380007003190210059000000155POLPO                                    0000000012000000100P000000A
0700420007009990210068000000155ROSSETTI                                 0000000012000000100P000000A
0700510007003450210082000000155SOGLIOLA                                 0000000012000000100P000000A
0700550007002190210093000000155SCAMPETTI                                0000000012000000100P000000A
0700690007004490210091000000155SCAMPI GROSSI                            0000000012000000100P000000A
0700810007001190210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0701170007000990210010000000155ACCIUGHE                                 0000000012000000100P000000A
0701190007003190210092000000155SCAMPI MEDI                              0000000012000000100P000000A
0701430007003390210168000000155MAZZANCOLLA II°                          0000000012000000100P000000A
0701560007003290210906000000155POLPO GRANDE                             0000000012000000100P000000A
0702200007003890211047000000155SOGLIOLA III                             0000000012000000100P000000A
0702860007002090210890000000155ORATE G. 1000/UP                         0000000012000000100P000000A
0703760007003390214248000000155PANNOCCHIA GROSSE                        0000000012000000100P000000A
0704620007001990210305900000155OMBRINE BOCCADORO 2/4  1 PEZZO           0000000012000000100P000000A
0710150007004990211458000000155PESCATRICE 1/2 TAKE AWAY                 0000000012000000100P000000A
0710510007003830211465000000155SOGLIOLE TAKE AWAY                       0000000012000000100P000000A
0710550007002190212686000000155scampetti TAKE AWAY                      0000000012000000100P000000A
0711190007003190212692000000155SCAMPI 16/20 TAKE AWAY                   0000000012000000100P000000A
0711820007000925211461000000155SARDINE SPINATE TAKE AWAY                0000000012000000100P000000A
0712000007001317211456000000155ALICI SPINATE TAKE AWAY                  0000000012000000100P000000A
0712540007001317212700000000155alici spinate TAKE AWAY        (266      0000000012000000100M000000A
0201060002000790210398700000155RICOTTA FRESCA KG.1,5 CA LA CASCINOTTA   0000000006000000100P000000A
0201290002001390210077900000155GORGONZOLA AL CUCCHIAIO                  0000000006000000100P000000A
0208210002002590210359500000155PROSC.COTTO INT.KG.10 CA NAZ.PERNIGOTTI  0000000006000000100P000000A
0212420002001677210265600000155GUANCIALE NAZIONALE KG.1 CA SV COATI     0000000006000000100P000000A
0403790004000790000000000000055                                         0000000000000000100P000000D
0700210007001890210125000000155SPINAROLO                                0000000012000000100P000000A
0700240007002490210030000000155FRITTURA DI PESCE                        0000000012000000100P000000A
0700250007001390210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700400007002990210063000000155TOTANI                                   0000000012000000100P000000A
0700450007004990210141000000155TARTUFI DI MARE                          0000000012000000100P000000A
0700630007004890210123000000155SCORFANO                                 0000000012000000100P000000A
0700760007005490210100000000155ASTICE AMERICANO                         0000000012000000100P000000A
0700810007000990210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0701190007003390210092000000155SCAMPI MEDI                              0000000012000000100P000000A
0701430007002690210168000000155MAZZANCOLLA II°                          0000000012000000100P000000A
0701560007003490210906000000155POLPO GRANDE                             0000000012000000100P000000A
0702950007001390212625000000155TRIGLIE DI SCOGLIO                       0000000012000000100P000000A
0711190007003390212692000000155SCAMPI 16/20 TAKE AWAY                   0000000012000000100P000000A
0200110002001530215271000000155GORGONZOLA GIM INVERNIZZI KG.6           0005000006000000100P000000A
0200130002001361215015000000155CERTOSA                                  0000000006000000100P000000A
0200190002002190218991000000155PROSCIUTTO COTTO GRANBISCOTTO            0000000006000000100P000000A
0200370002003790210399200000155PR.CRUDO S.DANIELE 18M S/O PRESS.KG.7 CA 0000000006000000100P000000A
0200380002001466213106000000155MORTADELLA STELLA NEGRONI                0000000006000000100P000000A
0200590002001783210085900000155ASIAGO FR.DOP NERO CHIODO KG.14 CA       0000000006000000100P000000A
0201060002000990210398700000155RICOTTA FRESCA KG.1,5 CA LA CASCINOTTA   0000000006000000100P000000A
0201150002001677210027000000155GRANA PADANO DOP                         0000000006000000100P000000A
0201180002002099213262000000155PARMIG.REGGIANO D.O.P.  FORMA DORO 22 M. 0000000006000000100P000000A
0201290002002099210077900000155GORGONZOLA AL CUCCHIAIO                  0000000006000000100P000000A
0201330002005897210277100000155CULATELLO TRAD.KG4,5 CA NAZ.PRONTOTAGLIO 0000000006000000100P000000A
0201540002002521215332000000155MANZO STUFATO AFFUMICATO                 0000000006000000100P000000A
0201770002001890210403100000155FORM.CARLOMAGNO 1/2 SV KG.2,5 CA QUAGLIA 0000000006000000100P000000A
0201960002006319215034000000155SALMONE AFFUMICATO                       0000000006000000100P000000A
0202070002007374215343000000155PINOLI                                   0020000006000000100P000000A
0202250002002990210392400000155FIOCCO CAPRA TARTUFO G.250 CA BOTALLA.   0000000006000000100P000000A
0202870002002416210002300000155CIMA VITELLO KG.3 CA                     0000000006000000100P000000A
0202900002001213210007900000155INSALATA RUSSA KG.2 CA.                  0000000006000000100P000000A
0202920002002310210166600000155FILETTI ALICI MARINATE KG.2 CA           0000000006000000100P000000A
0202940002001044210041200000155OLIVE PICCANTI KG 5 CA                   0000000006000000100P000000A
0203480002001466210008200000155INSALATA CAPRICCIOSA KG.2 CA             0000000006000000100P000000A
0204560002001530219765000000155PROSC.COTTO GRANROSA KG.7,8 C.A.         0000000006000000100P000000A
0206350002002290210383400000155PORCHETTA DI ARICCIA IGP                 0005000006000000100P000000A
0207020002003154213562000000155PROSCIUTTO DI PARMA DOP                  0000000006000000100P000000A
0208210002003154210359500000155PROSC.COTTO INT.KG.10 CA NAZ.PERNIGOTTI  0000000006000000100P000000A
0208320002002732214828000000155SALAME GOLFETTA                          0000000006000000100P000000A
0213240002001783214727000000155PAGLIERINA G.200 C.A.X 3 PZ GHIB         0000000006000000100P000000A
0213500002003682217928000000155BRESAOLA CHIAVENNA KG.3 CA PANZERI       0000000006000000100P000000A
0213660002002732210183400000155FIOCCO DI NEVE                           0000000006000000100P000000A
0213800002002732210258300000155COPPA PARMA IGP                          0000000006000000100P000000A
0219080002004209210217200000155BRESAOLA PUNTA D'ANCA                    0000000006000000100P000000A
0220250002001888216410000000155LARDO AL BASILICO LIG.KG.3 C.A.          0000000006000000100P000000A
0224740002002416217754000000155GALANTINA                                0000000006000000100P000000A
0225180002001950216260000000155SALAME S.OLCESE                          0025000006000000100P000000A
0225210002002838212594000000155CAPRITILLA                               0000000006000000100P000000A
0225470002001994214534000000155SPECK LAURIN                             0000000006000000100P000000A
0227190002003893213996000000155PROSCIUTTO CRUDO PARMA 20 MESI DEVODIER  0000000006000000100P000000A
0229390002003893210077400000155PROSCIUTTO CRUDO PARMA 20 MESI DEVODIER  0000000006000000100P000000A
0229640002001783210241100000155FONTAL FONTEGIDIA                        0000000006000000100P000000A
0229960002001044210101900000155CRESCENZA IRENE                          0000000006000000100P000000A
0401120004000000000000000000055                                         0000000000000000100P000000D
0403790004000000000000000000055                                         0000000000000000100P000000D
0103260001000590210788000000155POMODORO CUORE BUE                       0000000004000000100P000000A
0106020001000299210568000000155MELE GOLDEN MELINDA                      0000000004000000100P000000A
0200190002002090218991000000155PROSCIUTTO COTTO GRANBISCOTTO            0000000006000000100P000000A
0201490002001690210075600000155GRAN FESA TACCHINO ARROSTO               0000000006000000100P000000A
0202200002002990210374900000155CULATTA INT.SV KG.5 CA CAPANNA           0000000006000000100P000000A
0202600002000990215612000000155GORGONZOLA DOP IGOR                      0000000006000000100P000000A
0203100002001090215073000000155RACLETTE                                 0000000006000000100P000000A
0203790002001190215855000000155RASCHERA LATTE CRUDO DOP                 0000000006000000100P000000A
0206090002000690219597000000155MORTADELLA GRANROSA                      0000000006000000100P000000A
0213890002000990210167900000155PRIMO SALE PIST.VACCA BRUNA              0000000006000000100P000000A
0218850002001490210354700000155STRACCIATELLA DELIZIOSA                  0000000006000000100P000000A
0225210002002390212594000000155CAPRITILLA                               0000000006000000100P000000A
0232870002000129212267600000155INVOLTINO PROSC.COTTO/RUSSA              0000000006000000100M000000A
0401120004000129000000000000055                                         0000000000000000100P000000D
0403790004000129000000000000055                                         0000000000000000100P000000D
0109860001000499210842000000155UVA BIANCA                               0000000006000000100P000000A
0109050001000790213097000000155NOCI SFUSE                               0000000004000000100P000000A
0700150007005490210022000000155RANA PESCATRICE                          0000000012000000100P000000A
0700210007002190210125000000155SPINAROLO                                0000000012000000100P000000A
0700250007001090210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700270007002990210046000000155ORATA MARE porzione                      0000000012000000100P000000A
0700370007001650210058000000155MOSCARDINI BIANCHI                       0000000012000000100P000000A
0700400007000990210063000000155TOTANI                                   0000000012000000100P000000A
0700640007001890210109000000155FASOLARI                                 0000000012000000100P000000A
0700810007001490210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0700830007005490210023000000155RANA PESCATRICE TRANCE                   0000000012000000100P000000A
0701400007002290210139000000155FILETTO DI PLATESSA                      0000000012000000100P000000A
0701560007003350210906000000155POLPO GRANDE                             0000000012000000100P000000A
0702200007004190211047000000155SOGLIOLA III                             0000000012000000100P000000A
0702360007001990211347000000155GALLINELLA I PREZZO                      0000000012000000100P000000A
0702950007001690212625000000155TRIGLIE DI SCOGLIO                       0000000012000000100P000000A
0703130007004490212752000000155RANA PESCATRICE                          0000000012000000100P000000A
0705160007002519211204000000155PLATESSA GRATINATA                       0000000012000000100P000000A
0705310007002405212796000000155TORTINO DI PLATESSA                      0000000012000000100P000000A
0710150007005490211458000000155PESCATRICE 1/2 TAKE AWAY                 0000000012000000100P000000A
0710370007001980211457000000155MOSCARDINI TAKE AWAY                     0000000012000000100P000000A
0710830007005490211459000000155PESCATRICE 2/4 TAKE AWAY                 0000000012000000100P000000A
0711400007002290211453000000155FILETTO DI PLATESSA TAKE AWAY            0000000012000000100P000000A
0713040007002519211442000000155FILETTO DI PLATESSA IMPANATO             0000000012000000100P000000A
0700250007001490210018000000155TRIGLIE DI FANGO                         0000000012000000100P000000A
0700370007002590210058000000155MOSCARDINI BIANCHI                       0000000012000000100P000000A
0700390007001790210061000000155SEPPIE                                   0000000012000000100P000000A
0700630007004190210123000000155SCORFANO                                 0000000012000000100P000000A
0700640007001990210109000000155FASOLARI                                 0000000012000000100P000000A
0700810007001650210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0702030007002864211179000000155SEPPIE TAGLIATE                          0000000012000000100P000000A
0703930007005690214535000000155ASTICE AMERICANO 3-4 PEZZI               0000000012000000100P000000A
0705030007002864211053000000155SEPPIE CON PISELLI                       0000000012000000100P000000A
0705080007002864210969000000155SEPPIE AL VAPORE CON PATATE              0000000012000000100P000000A
0705130007002864211206000000155FRITTO SEPPIE E GAMBERI                  0000000012000000100P000000A
0710370007003108211457000000155MOSCARDINI TAKE AWAY                     0000000012000000100P000000A
0712030007002864212697000000155SEPPIE TAGLIATE TAKE AWAY                0000000012000000100P000000A
0713050007002596211443000000155SEPPIE RIPIENE                           0000000012000000100P000000A
0700030007000890210008000000155VONGOLA (LUPINO)                         0000000012000000100P000000A
0700240007002190210030000000155FRITTURA DI PESCE                        0000000012000000100P000000A
0700510007003990210082000000155SOGLIOLA                                 0000000012000000100P000000A
0700550007002690210093000000155SCAMPETTI                                0000000012000000100P000000A
0700630007004990210123000000155SCORFANO                                 0000000012000000100P000000A
0700690007004690210091000000155SCAMPI GROSSI                            0000000012000000100P000000A
0700720007003890210038000000155BRANZINO MARE PORZIONE                   0000000012000000100P000000A
0700810007000990210126000000155PANNOCCHIE (cicale)                      0000000012000000100P000000A
0700840007004490210040000000155BRANZINO MARE MEDIO                      0000000012000000100P000000A
0701190007003490210092000000155SCAMPI MEDI                              0000000012000000100P000000A
0701390007004190210160000000155MAZZANCOLLA                              0000000012000000100P000000A
0701430007002390210168000000155MAZZANCOLLA II°                          0000000012000000100P000000A
0701730007005990210915000000155ORATA MARE GROSSA                        0000000012000000100P000000A
0702360007001690211347000000155GALLINELLA I PREZZO                      0000000012000000100P000000A
0703760007002790214248000000155PANNOCCHIA GROSSE                        0000000012000000100P000000A
0710030007000890212693000000155VONGOLA LUPINO TAKE AWAY                 0000000012000000100P000000A
0710510007004429211465000000155SOGLIOLE TAKE AWAY                       0000000012000000100P000000A
