NEGOZIO;TICKET;DATA;REPARTO;FORMATO;PLU;DESCRIZIONE;IVA;PESO;IMPORTO;PREZZO AL KG
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3631;14/10/2024 13:33;1;T;72;PROVOLONE PICCANTE AURICCHIO;0.000;0.148;3.090;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3632;14/10/2024 13:33;1;T;72;PROVOLONE PICCANTE AURICCHIO;0.000;0.178;3.720;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3634;14/10/2024 13:47;1;T;865;PANE COMUNE;0.000;0.296;0.830;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3635;14/10/2024 14:03;2;T;865;PANE COMUNE;0.000;0.384;1.070;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3638;14/10/2024 14:13;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.318;1.270;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3638;14/10/2024 14:13;2;T;865;PANE COMUNE;0.000;0.090;0.250;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3648;14/10/2024 15:38;100;E;83;EMMENTALER SVIZZERO DOP;0.000;0.186;3.140;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3649;14/10/2024 15:38;100;E;83;EMMENTALER SVIZZERO DOP;0.000;0.234;3.950;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3650;14/10/2024 15:38;100;E;83;EMMENTALER SVIZZERO DOP;0.000;0.224;3.790;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3651;14/10/2024 15:39;100;E;83;EMMENTALER SVIZZERO DOP;0.000;0.202;3.410;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3654;14/10/2024 15:45;100;E;45;MAASDAMMER-DAMTALER;0.000;0.256;2.530;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3655;14/10/2024 15:45;100;E;45;MAASDAMMER-DAMTALER;0.000;0.284;2.810;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3656;14/10/2024 15:45;100;E;45;MAASDAMMER-DAMTALER;0.000;0.160;1.580;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3657;14/10/2024 15:46;100;E;45;MAASDAMMER-DAMTALER;0.000;0.274;2.710;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3658;14/10/2024 15:49;100;E;38;LEERDAMMER;0.000;0.168;2.670;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3659;14/10/2024 15:49;100;E;38;LEERDAMMER;0.000;0.232;3.690;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3660;14/10/2024 15:49;100;E;38;LEERDAMMER;0.000;0.262;4.170;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3665;14/10/2024 16:03;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.526;8.890;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3666;14/10/2024 16:03;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.524;8.860;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3667;14/10/2024 16:03;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.518;8.750;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3668;14/10/2024 16:03;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.518;8.750;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3669;14/10/2024 16:04;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.296;5.000;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3670;14/10/2024 16:04;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.290;4.900;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3671;14/10/2024 16:04;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.284;4.800;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3672;14/10/2024 16:05;100;E;550;SALAME BOCCONCINO - MIGNON;0.000;0.040;0.800;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3673;14/10/2024 16:08;100;E;550;SALAME BOCCONCINO - MIGNON;0.000;0.298;5.930;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3674;14/10/2024 16:08;100;E;550;SALAME BOCCONCINO - MIGNON;0.000;0.298;5.930;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3675;14/10/2024 16:08;100;E;550;SALAME BOCCONCINO - MIGNON;0.000;0.300;5.970;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3676;14/10/2024 16:08;100;E;550;SALAME BOCCONCINO - MIGNON;0.000;0.298;5.930;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3678;14/10/2024 16:09;100;E;50;"""TALEGGIO DOP STELLA ALPINA ""CAROZZI""""";0.000;0.294;3.200;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3679;14/10/2024 16:09;100;E;50;"""TALEGGIO DOP STELLA ALPINA ""CAROZZI""""";0.000;0.290;3.160;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3680;14/10/2024 16:09;100;E;50;"""TALEGGIO DOP STELLA ALPINA ""CAROZZI""""";0.000;0.278;3.030;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3683;14/10/2024 16:22;100;E;60;TOMA PIEMONTESE DOP;0.000;0.244;2.420;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3684;14/10/2024 16:22;100;E;60;TOMA PIEMONTESE DOP;0.000;0.196;1.940;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3685;14/10/2024 16:22;100;E;60;TOMA PIEMONTESE DOP;0.000;0.204;2.020;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3686;14/10/2024 16:23;100;E;60;TOMA PIEMONTESE DOP;0.000;0.202;2.000;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3687;14/10/2024 16:24;100;E;70;TOMA BRA TENERO DOP;0.000;0.196;2.530;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3688;14/10/2024 16:24;100;E;70;TOMA BRA TENERO DOP;0.000;0.244;3.150;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3689;14/10/2024 16:24;100;E;70;TOMA BRA TENERO DOP;0.000;0.202;2.610;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3690;14/10/2024 16:27;100;E;60;TOMA PIEMONTESE DOP;0.000;0.186;1.840;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3691;14/10/2024 16:28;100;E;60;TOMA PIEMONTESE DOP;0.000;0.156;1.540;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3692;14/10/2024 16:28;100;E;60;TOMA PIEMONTESE DOP;0.000;0.164;1.620;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3693;14/10/2024 16:28;100;E;60;TOMA PIEMONTESE DOP;0.000;0.166;1.640;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3694;14/10/2024 16:28;100;E;60;TOMA PIEMONTESE DOP;0.000;0.176;1.740;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3695;14/10/2024 16:28;100;E;60;TOMA PIEMONTESE DOP;0.000;0.230;2.280;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3696;14/10/2024 16:30;100;E;90;TRECCIONE AFFUMICATO;0.000;0.192;2.480;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3697;14/10/2024 16:30;100;E;90;TRECCIONE AFFUMICATO;0.000;0.212;2.730;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3698;14/10/2024 16:31;100;E;90;TRECCIONE AFFUMICATO;0.000;0.212;2.730;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3699;14/10/2024 16:31;100;E;90;TRECCIONE AFFUMICATO;0.000;0.212;2.730;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3700;14/10/2024 16:32;100;E;90;TRECCIONE AFFUMICATO;0.000;0.188;2.430;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3701;14/10/2024 16:32;100;E;90;TRECCIONE AFFUMICATO;0.000;0.188;2.430;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3702;14/10/2024 16:32;100;E;90;TRECCIONE AFFUMICATO;0.000;0.176;2.270;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3703;14/10/2024 16:32;100;E;90;TRECCIONE AFFUMICATO;0.000;0.176;2.270;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3704;14/10/2024 16:34;100;E;162;TOMA VALLI DI LANZO;0.000;0.182;2.890;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3705;14/10/2024 16:35;100;E;162;TOMA VALLI DI LANZO;0.000;0.142;2.260;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3706;14/10/2024 16:37;100;E;14;FONTINA DI AOSTA DOP;0.000;0.134;2.930;21.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3707;14/10/2024 16:37;100;E;14;FONTINA DI AOSTA DOP;0.000;0.146;3.200;21.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3709;14/10/2024 16:42;100;E;86;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.000;0.182;1.980;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3710;14/10/2024 16:42;100;E;86;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.000;0.198;2.160;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3711;14/10/2024 16:42;100;E;86;"""TOMA NOSTRANA ""CASEIFICIO REALE """"";0.000;0.180;1.960;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3712;14/10/2024 16:44;100;E;24;"""BEL PAESE ""GALBANI""""";0.000;0.144;2.000;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3713;14/10/2024 16:44;100;E;24;"""BEL PAESE ""GALBANI""""";0.000;0.172;2.390;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3714;14/10/2024 16:45;100;E;24;"""BEL PAESE ""GALBANI""""";0.000;0.168;2.340;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3727;14/10/2024 17:17;2;T;865;PANE COMUNE;0.000;0.482;1.340;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3733;14/10/2024 17:35;2;T;865;PANE COMUNE;0.000;0.210;0.590;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3744;14/10/2024 17:56;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.506;2.020;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3744;14/10/2024 17:56;2;T;865;PANE COMUNE;0.000;0.380;1.060;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3747;14/10/2024 17:59;2;T;865;PANE COMUNE;0.000;0.306;0.850;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3748;14/10/2024 18:00;2;T;865;PANE COMUNE;0.000;0.750;2.090;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3759;14/10/2024 18:31;2;T;865;PANE COMUNE;0.000;0.130;0.360;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3761;14/10/2024 18:40;2;T;865;PANE COMUNE;0.000;0.886;2.470;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3766;14/10/2024 19:02;2;T;865;PANE COMUNE;0.000;0.182;0.510;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3766;14/10/2024 19:02;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.136;0.540;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3773;14/10/2024 19:19;2;T;865;PANE COMUNE;0.000;0.584;1.630;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3778;14/10/2024 19:36;2;T;865;PANE COMUNE;0.000;0.202;0.560;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3779;15/10/2024 08:34;6;T;865;PANE COMUNE;0.000;0.442;1.230;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3780;15/10/2024 08:38;100;E;865;PANE COMUNE;0.000;0.320;0.890;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3781;15/10/2024 08:38;100;E;865;PANE COMUNE;0.000;0.204;0.570;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3782;15/10/2024 08:39;100;E;865;PANE COMUNE;0.000;0.236;0.660;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3784;15/10/2024 08:44;100;E;865;PANE COMUNE;0.000;0.246;0.690;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3785;15/10/2024 08:44;100;E;865;PANE COMUNE;0.000;0.252;0.700;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3786;15/10/2024 08:44;100;E;865;PANE COMUNE;0.000;0.234;0.650;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3787;15/10/2024 08:45;100;E;865;PANE COMUNE;0.000;0.244;0.680;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3788;15/10/2024 08:45;100;E;865;PANE COMUNE;0.000;0.274;0.760;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3791;15/10/2024 08:49;100;E;865;PANE COMUNE;0.000;0.238;0.660;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3792;15/10/2024 08:49;100;E;865;PANE COMUNE;0.000;0.198;0.550;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3793;15/10/2024 08:49;100;E;865;PANE COMUNE;0.000;0.210;0.590;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3794;15/10/2024 08:49;100;E;865;PANE COMUNE;0.000;0.294;0.820;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3795;15/10/2024 08:49;100;E;865;PANE COMUNE;0.000;0.282;0.790;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3797;15/10/2024 08:59;6;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3798;15/10/2024 09:00;6;T;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3800;15/10/2024 09:15;6;T;865;PANE COMUNE;0.000;0.228;0.640;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3801;15/10/2024 09:16;6;T;865;PANE COMUNE;0.000;0.100;0.280;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3802;15/10/2024 09:17;6;T;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3803;15/10/2024 09:17;6;T;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3804;15/10/2024 09:17;6;T;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3805;15/10/2024 09:17;6;T;432;CROISSANT FARCITO CON NUTELLA;0.000;1.000;1.200;1.200
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3806;15/10/2024 09:17;6;T;432;CROISSANT FARCITO CON NUTELLA;0.000;1.000;1.200;1.200
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3808;15/10/2024 09:18;6;T;432;CROISSANT FARCITO CON NUTELLA;0.000;1.000;1.200;1.200
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3809;15/10/2024 09:20;6;T;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3810;15/10/2024 09:20;6;T;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3811;15/10/2024 09:21;6;T;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3812;15/10/2024 09:21;6;T;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3813;15/10/2024 09:21;6;T;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3814;15/10/2024 09:27;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3815;15/10/2024 09:27;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3816;15/10/2024 09:27;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3817;15/10/2024 09:27;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3818;15/10/2024 09:27;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3819;15/10/2024 09:28;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3822;15/10/2024 09:31;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3823;15/10/2024 09:32;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.120;0.340;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3824;15/10/2024 09:32;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.104;0.290;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3825;15/10/2024 09:32;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.114;0.320;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3826;15/10/2024 09:33;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.112;0.310;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3827;15/10/2024 09:34;100;E;434;PAGNOTTA GR.500;0.000;0.596;1.730;2.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3828;15/10/2024 09:34;100;E;434;PAGNOTTA GR.500;0.000;0.614;1.780;2.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3829;15/10/2024 09:35;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.252;0.930;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3830;15/10/2024 09:35;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.230;0.850;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3831;15/10/2024 09:35;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.266;0.980;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3835;15/10/2024 09:44;6;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.352;1.400;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3836;15/10/2024 09:44;6;T;865;PANE COMUNE;0.000;0.338;0.940;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3842;15/10/2024 09:59;6;T;865;PANE COMUNE;0.000;0.302;0.840;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3843;15/10/2024 10:02;100;E;401;PANE ALLE OLIVE (Puo' contenere Noccioli);0.000;0.126;0.820;6.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3844;15/10/2024 10:02;100;E;401;PANE ALLE OLIVE (Puo' contenere Noccioli);0.000;0.108;0.700;6.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3845;15/10/2024 10:02;100;E;401;PANE ALLE OLIVE (Puo' contenere Noccioli);0.000;0.100;0.650;6.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3846;15/10/2024 10:02;100;E;401;PANE ALLE OLIVE (Puo' contenere Noccioli);0.000;0.116;0.750;6.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3849;15/10/2024 10:05;6;T;865;PANE COMUNE;0.000;0.712;1.990;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3850;15/10/2024 10:06;6;T;865;PANE COMUNE;0.000;0.442;1.230;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3851;15/10/2024 10:06;100;E;402;PANE ALLE NOCI;0.000;0.116;0.870;7.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3852;15/10/2024 10:07;100;E;402;PANE ALLE NOCI;0.000;0.112;0.840;7.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3853;15/10/2024 10:07;100;E;402;PANE ALLE NOCI;0.000;0.114;0.860;7.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3854;15/10/2024 10:07;100;E;402;PANE ALLE NOCI;0.000;0.098;0.740;7.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3855;15/10/2024 10:08;100;E;404;"""CIABATTA FARINA ""0"" 100% Italia ";0.000;0.220;0.750;3.400
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3856;15/10/2024 10:08;100;E;404;"""CIABATTA FARINA ""0"" 100% Italia ";0.000;0.220;0.750;3.400
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3857;15/10/2024 10:08;100;E;404;"""CIABATTA FARINA ""0"" 100% Italia ";0.000;0.240;0.820;3.400
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3858;15/10/2024 10:08;100;E;420;PANINO  INTEGRALE;0.000;0.178;0.620;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3859;15/10/2024 10:09;100;E;420;PANINO  INTEGRALE;0.000;0.164;0.570;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3860;15/10/2024 10:11;100;E;425;PANINO AL LATTE;0.000;0.102;0.370;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3861;15/10/2024 10:11;100;E;425;PANINO AL LATTE;0.000;0.112;0.400;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3862;15/10/2024 10:12;100;E;425;PANINO AL LATTE;0.000;0.102;0.370;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3863;15/10/2024 10:12;100;E;425;PANINO AL LATTE;0.000;0.102;0.370;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3864;15/10/2024 10:12;100;E;425;PANINO AL LATTE;0.000;0.116;0.420;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3865;15/10/2024 10:12;100;E;425;PANINO AL LATTE;0.000;0.100;0.360;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3868;15/10/2024 10:35;6;T;865;PANE COMUNE;0.000;0.098;0.270;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3869;15/10/2024 10:38;100;E;433;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.000;0.106;2.640;24.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3870;15/10/2024 10:38;100;E;433;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.000;0.106;2.640;24.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3871;15/10/2024 10:38;100;E;433;MINI CROISSANT FARCITI CON PROSCIUTTO E FORM;0.000;0.106;2.640;24.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3872;15/10/2024 10:42;6;T;865;PANE COMUNE;0.000;0.150;0.420;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3873;15/10/2024 10:42;6;T;860;PANE A LIEVITAZIONE NATURALE;0.000;0.370;1.480;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3874;15/10/2024 10:43;6;T;865;PANE COMUNE;0.000;0.196;0.550;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3875;15/10/2024 10:43;6;T;865;PANE COMUNE;0.000;0.262;0.730;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3878;15/10/2024 10:48;6;T;865;PANE COMUNE;0.000;0.338;0.940;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3879;15/10/2024 10:48;6;T;865;PANE COMUNE;0.000;0.758;2.110;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3880;15/10/2024 10:53;2;T;865;PANE COMUNE;0.000;0.386;1.080;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3881;15/10/2024 11:02;6;T;865;PANE COMUNE;0.000;0.296;0.830;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3882;15/10/2024 11:03;6;T;865;PANE COMUNE;0.000;0.452;1.260;2.790
